source_url	http_code	effective_url
https://openreview.net/forum?id=22qiB2JpzZ	200	https://openreview.net/challenge?redirect=%2Fforum%3Fid%3D22qiB2JpzZ
https://openreview.net/forum?id=FwFd5UFsJH	200	https://openreview.net/challenge?redirect=%2Fforum%3Fid%3DFwFd5UFsJH
https://openreview.net/forum?id=GoSVL7mLcM	200	https://openreview.net/challenge?redirect=%2Fforum%3Fid%3DGoSVL7mLcM
https://openreview.net/forum?id=zqcYoxXiN3	200	https://openreview.net/challenge?redirect=%2Fforum%3Fid%3DzqcYoxXiN3
https://openreview.net/forum?id=NVTtoO297p	200	https://openreview.net/challenge?redirect=%2Fforum%3Fid%3DNVTtoO297p
https://openreview.net/forum?id=wM521FqPvI	200	https://openreview.net/challenge?redirect=%2Fforum%3Fid%3DwM521FqPvI
https://www.mkdocs.org/	200	https://www.mkdocs.org/
https://squidfunk.github.io/mkdocs-material/	200	https://squidfunk.github.io/mkdocs-material/
https://docs.astral.sh/uv/guides/projects/	200	https://docs.astral.sh/uv/guides/projects/
https://docs.astral.sh/ty/	200	https://docs.astral.sh/ty/
https://starlight.astro.build/	200	https://starlight.astro.build/
https://aws.amazon.com/about-aws/whats-new/2023/11/aws-sdk-rust/	200	https://aws.amazon.com/about-aws/whats-new/2023/11/aws-sdk-rust/
https://docs.aws.amazon.com/sdk-for-rust/latest/dg/rust_bedrock-runtime_code_examples.html	200	https://docs.aws.amazon.com/sdk-for-rust/latest/dg/rust_bedrock-runtime_code_examples.html
https://docs.rs/aws-sdk-bedrockagentruntime/latest/aws_sdk_bedrockagentruntime/	200	https://docs.rs/aws-sdk-bedrockagentruntime/latest/aws_sdk_bedrockagentruntime/
https://learn.microsoft.com/en-us/azure/developer/rust/sdk/overview	200	https://learn.microsoft.com/en-us/azure/developer/rust/sdk/overview
https://docs.rig.rs/	200	https://docs.rig.rs/
https://docs.rs/rig-core	200	https://docs.rs/rig-core/latest/rig_core/
https://github.com/0xPlaygrounds/rig	200	https://github.com/0xPlaygrounds/rig
